GeneSymbol	GeneID	ChemicalName	ChemicalID	CasRN	Interaction	InteractionActions	PubMedIDs
HSD17B10	3028	Enzyme Inhibitors	D004791		[Enzyme Inhibitors results in decreased activity of OGA protein] which results in increased O-linked glycosylation of HSD17B10 protein	decreases^activity|increases^O-linked glycosylation	23301498
HSD17B10	3028	Estradiol	D004958	50-28-2	Estradiol promotes the reaction [HSD17B10 protein binds to ESR1 protein]	affects^binding|increases^reaction	27156127
HSD17B10	3028	Genistein	D019833	446-72-0	Genistein results in decreased expression of HSD17B10 mRNA	decreases^expression	22228119
HSD17B10	3028	K 7174	C410337		K 7174 results in decreased expression of HSD17B10 mRNA	decreases^expression	24086573
HSD17B10	3028	Lactic Acid	D019344	50-21-5	Lactic Acid results in decreased expression of HSD17B10 mRNA	decreases^expression	30851411
HSD17B10	3028	Lead	D007854	7439-92-1	Lead affects the expression of HSD17B10 mRNA	affects^expression	28903495
HSD17B10	3028	NAD	D009243	53-84-9	[20-hydroxycholesterol co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	NAD	D009243	53-84-9	[Androstane-3,17-diol co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	NAD	D009243	53-84-9	[cholest-5-en-3 beta,7 alpha-diol co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	NAD	D009243	53-84-9	[Cholestanol co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	NAD	D009243	53-84-9	NAD binds to and results in increased activity of HSD17B10 protein	affects^binding|increases^activity	25526675
HSD17B10	3028	NAD	D009243	53-84-9	[Pregnanolone co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	NAD	D009243	53-84-9	[Progesterone co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	perfluorooctane sulfonic acid	C076994	1763-23-1	perfluorooctane sulfonic acid results in increased expression of HSD17B10 mRNA	increases^expression	27153767
HSD17B10	3028	perfluorooctanoic acid	C023036	335-67-1	perfluorooctanoic acid results in increased expression of HSD17B10 protein	increases^expression	26879310
HSD17B10	3028	Pregnanolone	D011280	128-20-1	[Pregnanolone co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	Progesterone	D011374	57-83-0	[Progesterone co-treated with NAD] binds to HSD17B10 protein	affects^binding|affects^cotreatment	25526675
HSD17B10	3028	sodium arsenite	C017947	13768-07-5	sodium arsenite results in increased expression of HSD17B10 protein	increases^expression	20050688
HSD17B10	3028	STA 9090	C533237		STA 9090 results in decreased expression of HSD17B10 protein	decreases^expression	31370342
HSD17B10	3028	Sunitinib	D000077210		Sunitinib results in decreased expression of HSD17B10 mRNA	decreases^expression	31533062
HSD17B10	3028	tanespimycin	C112765		tanespimycin analog results in decreased expression of HSD17B10 protein	decreases^expression	31370342
HSD17B10	3028	tanespimycin	C112765		[tanespimycin co-treated with VER 155008] results in decreased expression of HSD17B10 protein	affects^cotreatment|decreases^expression	31370342
HSD17B10	3028	tanespimycin	C112765		tanespimycin results in decreased expression of HSD17B10 protein	decreases^expression	31370342
HSD17B10	3028	Thapsigargin	D019284	67526-95-8	Thapsigargin results in decreased expression of HSD17B10 mRNA	decreases^expression	22378314
HSD17B10	3028	Tretinoin	D014212	302-79-4	Tretinoin results in decreased expression of HSD17B10 mRNA	decreases^expression	23724009
HSD17B10	3028	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased expression of HSD17B10 mRNA	increases^expression	23179753
HSD17B10	3028	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased methylation of HSD17B10 gene	increases^methylation	29154799
HSD17B10	3028	VER 155008	C550733		[tanespimycin co-treated with VER 155008] results in decreased expression of HSD17B10 protein	affects^cotreatment|decreases^expression	31370342
HSD17B4	3295	2,2',4,4'-tetrabromodiphenyl ether	C511295		2,2',4,4'-tetrabromodiphenyl ether metabolite results in decreased expression of HSD17B4 mRNA	decreases^expression	18248924
HSD17B4	3295	2,2',4,4'-tetrabromodiphenyl ether	C511295		2,2',4,4'-tetrabromodiphenyl ether metabolite results in increased expression of HSD17B4 mRNA	increases^expression	18248924
HSD17B4	3295	2,2-bis(4-glycidyloxyphenyl)propane	C019273	1675-54-3	HSD17B4 gene SNP affects the susceptibility to 2,2-bis(4-glycidyloxyphenyl)propane	affects^response to substance	25622337
HSD17B4	3295	2,3,7,8-tetrabromodibenzo-4-dioxin	C066841	50585-41-6	2,3,7,8-tetrabromodibenzo-4-dioxin results in decreased expression of HSD17B4 mRNA	decreases^expression	17447562
HSD17B4	3295	2,4,6-trichlorophenol	C024564	88-06-2	2,4,6-trichlorophenol results in decreased expression of HSD17B4 mRNA	decreases^expression	21296122
HSD17B4	3295	2,4-dibromophenol	C013930	615-58-7	2,4-dibromophenol results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	2,6-dibromophenol	C038964	608-33-3	2,6-dibromophenol results in decreased expression of HSD17B4 mRNA	decreases^expression	17447562
HSD17B4	3295	2-bromophenol	C032038	95-56-7	2-bromophenol results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide	C511621		2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide inhibits the reaction [Particulate Matter results in increased expression of HSD17B4 mRNA]	decreases^reaction|increases^expression	28655636
HSD17B4	3295	2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide	C511621		2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide inhibits the reaction [Vehicle Emissions results in increased expression of HSD17B4 mRNA]	decreases^reaction|increases^expression	28655636
HSD17B4	3295	3,3',4,4',5,5'-hexabromobiphenyl	C032790	60044-26-0	3,3',4,4',5,5'-hexabromobiphenyl results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	3,3',4,4'-tetrabromobiphenyl	C036685	77102-82-0	3,3',4,4'-tetrabromobiphenyl results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	4-nitro-3-cresol	C008636		[4-nitro-3-cresol co-treated with 8-Bromo Cyclic Adenosine Monophosphate] results in increased expression of HSD17B4 protein	affects^cotreatment|increases^expression	18336853
HSD17B4	3295	8-Bromo Cyclic Adenosine Monophosphate	D015124	23583-48-4	[4-nitro-3-cresol co-treated with 8-Bromo Cyclic Adenosine Monophosphate] results in increased expression of HSD17B4 protein	affects^cotreatment|increases^expression	18336853
HSD17B4	3295	abrine	C496492		abrine results in decreased expression of HSD17B4 mRNA	decreases^expression	31054353
HSD17B4	3295	abrine	C496492		abrine results in increased expression of HSD17B4 protein	increases^expression	31054353
HSD17B4	3295	Acetaminophen	D000082	103-90-2	Acetaminophen results in decreased expression of HSD17B4 mRNA	decreases^expression	25704631|29067470
HSD17B4	3295	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in decreased methylation of HSD17B4 gene	decreases^methylation	27153756
HSD17B4	3295	Air Pollutants, Occupational	D000395		Air Pollutants, Occupational results in decreased expression of HSD17B4 mRNA	decreases^expression	23195993
HSD17B4	3295	Aminoglutethimide	D000616	125-84-8	Aminoglutethimide inhibits the reaction [Colforsin results in increased expression of HSD17B4 mRNA]	decreases^reaction|increases^expression	16935330
HSD17B4	3295	Aminoglutethimide	D000616	125-84-8	Aminoglutethimide results in decreased expression of HSD17B4 mRNA	decreases^expression	16935330
HSD17B4	3295	Androstenediol	D015114	521-17-5	HSD17B4 protein affects the metabolism of Androstenediol	affects^metabolic processing	16054388
HSD17B4	3295	Androstenediol	D015114	521-17-5	HSD17B4 protein results in increased chemical synthesis of Androstenediol	increases^chemical synthesis	16054388
HSD17B4	3295	Arsenic	D001151	7440-38-2	Arsenic affects the methylation of HSD17B4 gene	affects^methylation	25304211
HSD17B4	3295	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide results in increased expression of HSD17B4 protein	increases^expression	25419056
HSD17B4	3295	Atrazine	D001280	1912-24-9	Atrazine results in increased expression of HSD17B4 mRNA	increases^expression	22378314
HSD17B4	3295	Benzofurans	D001572		Benzofurans results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	beta-methylcholine	C044887	7562-87-0	beta-methylcholine affects the expression of HSD17B4 mRNA	affects^expression	21179406
HSD17B4	3295	Carbamazepine	D002220	298-46-4	Carbamazepine affects the expression of HSD17B4 mRNA	affects^expression	25979313
HSD17B4	3295	Cisplatin	D002945	15663-27-1	[Cisplatin co-treated with jinfukang] results in increased expression of HSD17B4 mRNA	affects^cotreatment|increases^expression	27392435
HSD17B4	3295	Colforsin	D005576	138605-00-2	Aminoglutethimide inhibits the reaction [Colforsin results in increased expression of HSD17B4 mRNA]	decreases^reaction|increases^expression	16935330
HSD17B4	3295	Colforsin	D005576	138605-00-2	Colforsin affects the expression of HSD17B4 mRNA	affects^expression	20726872
HSD17B4	3295	Colforsin	D005576	138605-00-2	Colforsin results in increased expression of HSD17B4 mRNA	increases^expression	16935330|22446829
HSD17B4	3295	Colforsin	D005576	138605-00-2	Ketoconazole promotes the reaction [Colforsin results in increased expression of HSD17B4 mRNA]	increases^expression|increases^reaction	16935330
HSD17B4	3295	Colforsin	D005576	138605-00-2	Valproic Acid affects the reaction [Colforsin affects the expression of HSD17B4 mRNA]	affects^expression|affects^reaction	20726872
HSD17B4	3295	Copper Sulfate	D019327	7758-98-7	Copper Sulfate results in decreased expression of HSD17B4 mRNA	decreases^expression	19549813
HSD17B4	3295	Cyclosporine	D016572	59865-13-3	Cyclosporine results in decreased expression of HSD17B4 mRNA	decreases^expression	20106945|23830897
HSD17B4	3295	Dehydroepiandrosterone	D003687	53-43-0	HSD17B4 protein affects the metabolism of Dehydroepiandrosterone	affects^metabolic processing	16054388
HSD17B4	3295	Dehydroepiandrosterone	D003687	53-43-0	HSD17B4 protein results in increased chemical synthesis of Dehydroepiandrosterone	increases^chemical synthesis	16054388
HSD17B4	3295	dicrotophos	C000944	3735-78-2	dicrotophos results in decreased expression of HSD17B4 mRNA	decreases^expression	28302478
HSD17B4	3295	Estradiol	D004958	50-28-2	HSD17B4 protein affects the metabolism of Estradiol	affects^metabolic processing	16054388
HSD17B4	3295	Estradiol	D004958	50-28-2	HSD17B4 protein results in increased chemical synthesis of Estradiol	increases^chemical synthesis	16054388
HSD17B4	3295	Estrone	D004970	53-16-7	HSD17B4 protein affects the metabolism of Estrone	affects^metabolic processing	16054388
HSD17B4	3295	Estrone	D004970	53-16-7	HSD17B4 protein results in increased chemical synthesis of Estrone	increases^chemical synthesis	16054388
HSD17B4	3295	Fenofibrate	D011345	49562-28-9	Fenofibrate results in increased expression of HSD17B4 mRNA	increases^expression	25572481
HSD17B4	3295	Flame Retardants	D005411		Flame Retardants metabolite results in decreased expression of HSD17B4 mRNA	decreases^expression	18248924
HSD17B4	3295	Flame Retardants	D005411		Flame Retardants metabolite results in increased expression of HSD17B4 mRNA	increases^expression	18248924
HSD17B4	3295	Flame Retardants	D005411		Flame Retardants results in decreased expression of HSD17B4 mRNA	decreases^expression	17447562
HSD17B4	3295	Flame Retardants	D005411		Flame Retardants results in increased expression of HSD17B4 mRNA	increases^expression	17447562
HSD17B4	3295	Halogenated Diphenyl Ethers	D055768		Halogenated Diphenyl Ethers metabolite results in increased expression of HSD17B4 mRNA	increases^expression	18313098
HSD17B4	3295	ICG 001	C492448		ICG 001 results in decreased expression of HSD17B4 mRNA	decreases^expression	26191083
HSD17B4	3295	jinfukang	C544151		[Cisplatin co-treated with jinfukang] results in increased expression of HSD17B4 mRNA	affects^cotreatment|increases^expression	27392435
HSD17B4	3295	Ketoconazole	D007654	65277-42-1	Ketoconazole promotes the reaction [Colforsin results in increased expression of HSD17B4 mRNA]	increases^expression|increases^reaction	16935330
HSD17B4	3295	Ketoconazole	D007654	65277-42-1	Ketoconazole results in increased expression of HSD17B4 mRNA	increases^expression	16935330
HSD17B4	3295	Lead	D007854	7439-92-1	Lead results in decreased expression of HSD17B4 mRNA	decreases^expression	19921347
HSD17B4	3295	Methotrexate	D008727	59-05-2	Methotrexate results in increased expression of HSD17B4 mRNA	increases^expression	17400583
HSD17B4	3295	Metribolone	D015741	965-93-5	Metribolone promotes the reaction [NDRG1 protein binds to HSD17B4 protein]	affects^binding|increases^reaction	17220478
HSD17B4	3295	NAD	D009243	53-84-9	NAD binds to and results in increased activity of HSD17B4 protein	affects^binding|increases^activity	25526675
HSD17B4	3295	Nickel	D009532	7440-02-0	Nickel results in decreased expression of HSD17B4 mRNA	decreases^expression	23195993
HSD17B4	3295	Oils, Volatile	D009822		Oils, Volatile results in increased expression of HSD17B4 mRNA	increases^expression	31425786
HSD17B4	3295	Paclitaxel	D017239		HSD17B4 protein affects the susceptibility to Paclitaxel	affects^response to substance	16217747
HSD17B4	3295	Particulate Matter	D052638		2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide inhibits the reaction [Particulate Matter results in increased expression of HSD17B4 mRNA]	decreases^reaction|increases^expression	28655636
HSD17B4	3295	Particulate Matter	D052638		Particulate Matter results in increased expression of HSD17B4 mRNA	increases^expression	28655636
HSD17B4	3295	Pentachlorophenol	D010416	87-86-5	Pentachlorophenol results in decreased expression of HSD17B4 mRNA	decreases^expression	21296122
HSD17B4	3295	perfluorohexanesulfonic acid	C471071	355-46-4	perfluorohexanesulfonic acid results in increased expression of HSD17B4 mRNA	increases^expression	23567314
HSD17B4	3295	perfluoro-n-heptanoic acid	C101815	375-85-9	perfluoro-n-heptanoic acid results in increased expression of HSD17B4 mRNA	increases^expression	23567314
HSD17B4	3295	perfluorooctane sulfonic acid	C076994	1763-23-1	perfluorooctane sulfonic acid results in decreased expression of HSD17B4 mRNA	decreases^expression	23074026
HSD17B4	3295	perfluorooctane sulfonic acid	C076994	1763-23-1	perfluorooctane sulfonic acid results in increased expression of HSD17B4 mRNA	increases^expression	23567314
HSD17B4	3295	perfluorooctanoic acid	C023036	335-67-1	perfluorooctanoic acid results in increased expression of HSD17B4 mRNA	increases^expression	23567314
HSD17B4	3295	periodate-oxidized adenosine	C027579	34240-05-6	periodate-oxidized adenosine affects the expression of HSD17B4 mRNA	affects^expression	17097637
HSD17B4	3295	Plant Extracts	D010936		Plant Extracts results in increased expression of HSD17B4 mRNA	increases^expression	23557933
HSD17B4	3295	Quercetin	D011794	117-39-5	Quercetin results in decreased expression of HSD17B4 mRNA	decreases^expression	21632981
HSD17B4	3295	Sunitinib	D000077210		Sunitinib results in decreased expression of HSD17B4 mRNA	decreases^expression	31533062
HSD17B4	3295	tribromodiphenyl ether 28	C533760		tribromodiphenyl ether 28 metabolite results in increased expression of HSD17B4 mRNA	increases^expression	18248924
